"ancestor_concept_id","descendant_concept_id","min_levels_of_separation","max_levels_of_separation"
135061,761255,1,1
441840,4269698,1,1
437382,4065521,1,1
441840,4093347,1,1
434822,4340123,1,1
443392,44782609,1,1
444194,42538046,1,1
440508,4065454,1,1
435119,4046903,1,1
373087,4109399,1,1
74786,4019713,1,1
438028,4161619,1,1
442562,40483089,1,1
435613,37162680,1,1
434900,4101143,1,1
377853,377545,1,1
200447,46269847,1,1
434547,4346289,1,1
201891,4113547,1,1
441840,4116798,1,1
436062,37162615,1,1
373087,36712678,1,1
604317,37172680,1,1
317009,4245676,1,1
321462,4139864,1,1
443783,435532,1,1
444118,436245,1,1
443397,199747,1,1
444194,40483699,1,1
443951,42537708,1,1
443457,4215380,1,1
436634,4085104,1,1
442562,608236,1,1
434771,441423,1,1
374639,377853,1,1
75128,37161558,1,1
74135,40482933,1,1
441840,4037321,1,1
433740,37204486,1,1
316429,4088985,1,1
72986,4124857,1,1
436248,432473,1,1
442562,606543,1,1
321462,45757557,1,1
372604,4044227,1,1
260131,4199395,1,1
443564,35624275,1,1
439658,4049452,1,1
313928,4032888,1,1
80591,137733,1,1
443392,4221907,1,1
432545,440631,1,1
444221,37172687,1,1
604687,440537,1,1
258449,4019341,1,1
435875,433548,1,1
437850,45757706,1,1
435119,4121477,1,1
444194,444239,1,1
604687,4223212,1,1
200447,45757783,1,1
194079,4204219,1,1
375504,37164793,1,1
140352,608277,1,1
440921,198892,1,1
439383,4196201,1,1
193254,4126903,1,1
437382,321414,1,1
201891,4224004,1,1
72618,4056714,1,1
433894,4016130,1,1
137909,138181,1,1
373087,4159140,1,1
442562,603047,1,1
436091,440937,1,1
439842,37170128,1,1
372604,73290,1,1
374009,40483111,1,1
319138,4084442,1,1
435726,4120286,1,1
441542,4085054,1,1
435119,434204,1,1
373499,4173259,1,1
437784,37162217,1,1
321483,46270516,1,1
376125,37164741,1,1
135777,4174440,1,1
373499,37168728,1,1
79174,4015650,1,1
200447,4148299,1,1
195906,4185976,1,1
437312,79146,1,1
438485,4161462,1,1
378416,37168129,1,1
374912,4276356,1,1
440987,4097389,1,1
373087,4110190,1,1
444208,4312704,1,1
135618,4272156,1,1
443420,440009,1,1
376337,43531594,1,1
200447,46269952,1,1
444194,4100593,1,1
443441,4264713,1,1
444094,4126394,1,1
439658,4003685,1,1
78888,77131,1,1
134730,134460,1,1
441406,319138,1,1
441840,4206460,1,1
438068,4141481,1,1
26935,4175133,1,1
443212,43021985,1,1
444090,37168750,1,1
375807,37164240,1,1
321462,43020654,1,1
433413,37160842,1,1
196523,4057829,1,1
321462,37163266,1,1
435119,4198141,1,1
193631,4053830,1,1
321483,761746,1,1
440029,37161458,1,1
372604,4108925,1,1
442105,441246,1,1
435508,434275,1,1
619743,4018956,1,1
444194,4228467,1,1
439658,37167863,1,1
438531,42535174,1,1
444132,4231941,1,1
444194,4002014,1,1
372887,4290692,1,1
436248,437117,1,1
73553,4189941,1,1
434316,37166157,1,1
373087,4105349,1,1
443795,4179462,1,1
80593,193186,1,1
378265,436527,1,1
438028,4083833,1,1
197330,4090353,1,1
444094,4014716,1,1
72618,37111406,1,1
435416,443935,1,1
317248,45765493,1,1
444194,4193161,1,1
443561,4177235,1,1
78888,4012456,1,1
437312,436529,1,1
253549,193445,1,1
432251,440053,1,1
199860,37155436,1,1
444194,436489,1,1
438028,4020441,1,1
442562,37165682,1,1
443441,4030768,1,1
192581,4243874,1,1
442562,437473,1,1
444191,37171805,1,1
442562,4056740,1,1
200780,196765,1,1
134398,4003192,1,1
200447,4298577,1,1
439777,140065,1,1
437982,76744,1,1
136610,4181861,1,1
434900,440987,1,1
80593,37016338,1,1
762419,762022,1,1
761508,37161805,1,1
764153,37155905,1,1
760865,37169211,1,1
764156,43531638,1,1
761012,4204781,1,1
761402,762307,1,1
761012,4203555,1,1
760752,37161268,1,1
764155,4116977,1,1
760154,762424,1,1
761605,37169213,1,1
765314,37160010,1,1
764154,37155904,1,1
765423,37109274,1,1
760962,443719,1,1
761506,37173825,1,1
762290,762078,1,1
761012,4275900,1,1
760830,37171791,1,1
765933,762287,1,1
760154,761957,1,1
761012,4203556,1,1
760154,4110815,1,1
762294,762298,1,1
761012,4306785,1,1
761012,4321893,1,1
762398,762399,1,1
759891,37108589,1,1
761664,765446,1,1
765445,4094691,1,1
765486,42535515,1,1
761012,40492264,1,1
760119,37160029,1,1
760203,37160078,1,1
765238,37168306,1,1
762144,42535514,1,1
765259,37117135,1,1
765382,37171793,1,1
765131,762291,1,1
761604,37169212,1,1
762296,762293,1,1
764155,37164958,1,1
764156,37164957,1,1
765423,762079,1,1
765259,762301,1,1
764153,37159817,1,1
765143,762107,1,1
762970,192901,1,1
761012,433585,1,1
764154,37159818,1,1
762204,37108621,1,1
762205,37108620,1,1
760994,37205177,1,1
762964,440748,1,1
761505,37173822,1,1
761012,4067909,1,1
759891,37108590,1,1
762465,4239722,1,1
761559,37168304,1,1
762309,762108,1,1
761403,762308,1,1
761095,436188,1,1
765718,4166905,1,1
760849,759947,1,1
761507,37161806,1,1
4024127,46269799,1,1
4028074,40481788,1,1
4021558,46269818,1,1
3654437,37165343,1,1
4023577,4119639,1,1
3654964,44783285,1,1
4003839,37018858,1,1
4024558,4020353,1,1
4011630,4129371,1,1
4028367,4289933,1,1
4024556,4183002,1,1
4024127,4001930,1,1
4023316,4136228,1,1
4027880,37162892,1,1
4027257,37168010,1,1
4011630,432436,1,1
4009798,442011,1,1
4024556,45769152,1,1
4024558,4223090,1,1
4025120,37161982,1,1
4009798,4020882,1,1
4021915,4013526,1,1
4027383,4200968,1,1
4027304,4009586,1,1
4006473,4020879,1,1
4021558,46269924,1,1
4024127,4112809,1,1
3654344,4129027,1,1
4021962,4278977,1,1
4029043,4343693,1,1
4028363,4132502,1,1
4028058,197154,1,1
4023995,4143972,1,1
4024558,4010333,1,1
4025663,46273441,1,1
4009442,4013470,1,1
4024127,257755,1,1
4024566,761696,1,1
4001716,37160513,1,1
4021558,437420,1,1
4021558,37016649,1,1
4021780,197672,1,1
4028271,37160643,1,1
4028058,197714,1,1
4001333,4237920,1,1
4027304,4149861,1,1
4021901,4091971,1,1
4028387,4299571,1,1
4024004,4078455,1,1
4006473,43531006,1,1
4025218,441838,1,1
4022933,4095792,1,1
4011630,432451,1,1
4006473,43531014,1,1
4023316,80249,1,1
4012381,4168212,1,1
4021558,45757077,1,1
4021558,435693,1,1
4027304,4054846,1,1
3654785,4141524,1,1
4007916,4003194,1,1
4027395,4240232,1,1
4000610,4154614,1,1
4021558,46273631,1,1
4006473,4171022,1,1
4008102,201347,1,1
4021558,443551,1,1
4027304,4274099,1,1
4023316,4138284,1,1
4027304,4191044,1,1
4021558,46274126,1,1
4028271,37160642,1,1
4021558,441026,1,1
4024715,376961,1,1
4024566,4161809,1,1
4006325,197930,1,1
4024556,4171974,1,1
4018852,4128388,1,1
4024127,261881,1,1
4013643,4339214,1,1
4027880,4053592,1,1
4027304,4133221,1,1
3655725,763933,1,1
4012209,437306,1,1
4027255,4103192,1,1
4027304,4148536,1,1
4023316,77698,1,1
4023316,4015340,1,1
4027541,4162452,1,1
4001332,4150497,1,1
4013613,4300192,1,1
4022449,37173826,1,1
4029043,4051743,1,1
4027304,4290672,1,1
4021558,438905,1,1
4028528,4102562,1,1
4024127,4055483,1,1
4024566,4160024,1,1
4011630,434486,1,1
4028363,4195502,1,1
4009385,4133037,1,1
4020882,4335395,1,1
4002898,4185354,1,1
4023567,37172689,1,1
4024566,4208994,1,1
4029043,4080305,1,1
4023577,37172681,1,1
4024566,761668,1,1
4003031,602962,1,1
4028065,4000065,1,1
4007916,4001335,1,1
4024566,761667,1,1
4001994,4109691,1,1
4027395,4105341,1,1
4022204,4170472,1,1
4024556,42536548,1,1
3654889,4267582,1,1
4027304,4143060,1,1
4027731,37163317,1,1
4027304,4280434,1,1
4009453,435945,1,1
4022570,4195873,1,1
4024127,3656064,1,1
4028244,37164445,1,1
4023316,4014526,1,1
4007916,4003193,1,1
4028367,441922,1,1
4023985,434157,1,1
4021558,46269816,1,1
4027369,37163036,1,1
4021558,441993,1,1
4029207,4290724,1,1
4027395,4101333,1,1
4022921,4127435,1,1
3654811,45767058,1,1
4009431,433046,1,1
4003682,4092515,1,1
4022933,80767,1,1
4028367,37173538,1,1
4027880,198465,1,1
4003183,4079696,1,1
4022922,37167502,1,1
4022923,4127428,1,1
4027304,4081004,1,1
4001716,37160992,1,1
4021915,4267515,1,1
4028058,197422,1,1
4028241,4126910,1,1
4006994,4217947,1,1
4024556,4225406,1,1
4022449,37173823,1,1
4024558,4242733,1,1
4006473,4261810,1,1
4009798,4194050,1,1
4021558,46269817,1,1
4023995,4237053,1,1
4028065,4230266,1,1
4024127,37116369,1,1
4027304,4077969,1,1
4004352,37165506,1,1
4024127,4148486,1,1
4024556,4316369,1,1
4024566,765413,1,1
4093352,4116241,1,1
4041436,4267672,1,1
4094683,317713,1,1
4053591,4340375,1,1
4041436,4275194,1,1
4103320,259153,1,1
4063569,4066936,1,1
4059114,42873109,1,1
4107669,763721,1,1
4090135,4096619,1,1
4089817,441284,1,1
4094976,4248003,1,1
4070750,45757425,1,1
4041436,42536605,1,1
4083964,4168859,1,1
4102344,762812,1,1
4059114,42709921,1,1
4035744,4173925,1,1
4037120,4269800,1,1
4091342,195591,1,1
4088927,435875,1,1
4103476,605024,1,1
4096864,4173076,1,1
4103352,37172688,1,1
4089985,437787,1,1
4043518,4216708,1,1
4054059,192673,1,1
4059290,37164766,1,1
4103977,434073,1,1
4102560,4057178,1,1
4063697,74434,1,1
4052750,4121280,1,1
4094758,4121106,1,1
4041436,4276560,1,1
4085889,44783893,1,1
4079835,439656,1,1
4043343,4260364,1,1
4092659,4012231,1,1
4090887,40481371,1,1
4041284,37169798,1,1
4108647,4050705,1,1
4048216,4253214,1,1
4104155,4147013,1,1
4086197,4185013,1,1
4103352,4113228,1,1
4104162,4129900,1,1
4082460,44783718,1,1
4085889,4044228,1,1
4094202,4218724,1,1
4041436,441692,1,1
4043371,4264850,1,1
4082416,44783320,1,1
4094311,4267517,1,1
4111920,4308621,1,1
4100247,434900,1,1
4042220,4195545,1,1
4100606,37172691,1,1
4094758,436659,1,1
4043518,197378,1,1
4046500,4274491,1,1
4092211,4157451,1,1
4104316,4119138,1,1
4038496,443286,1,1
4042502,43530620,1,1
4035744,4047780,1,1
4042835,4104563,1,1
4042503,37168745,1,1
4093228,380500,1,1
4094758,434156,1,1
4101212,4182632,1,1
4074815,81893,1,1
4082039,443908,1,1
4102562,4164351,1,1
4106574,4236312,1,1
4053592,4177183,1,1
4090135,37110696,1,1
4059347,44784332,1,1
4105886,441207,1,1
4081246,765718,1,1
4054604,254583,1,1
4080762,443534,1,1
4080992,443360,1,1
4054059,4251475,1,1
4088775,4126895,1,1
4042837,37163031,1,1
4090616,73300,1,1
4100255,4100152,1,1
4103977,438451,1,1
4081498,4081006,1,1
4103995,4137330,1,1
4041436,4275336,1,1
4030518,37166327,1,1
4054835,37166137,1,1
4052079,376425,1,1
4051121,36686178,1,1
4093228,4344509,1,1
4082504,4033204,1,1
4088937,4328870,1,1
4096689,4317149,1,1
4050089,73609,1,1
4088985,4099778,1,1
4096546,42709954,1,1
4080663,373771,1,1
4111953,4110857,1,1
4041436,4179922,1,1
4093335,40485018,1,1
4103655,4025325,1,1
4096689,138466,1,1
4094758,28396,1,1
4091066,194691,1,1
4039379,434111,1,1
4094758,4031662,1,1
4090616,4347166,1,1
4057658,4188297,1,1
4088937,4030259,1,1
4067970,45766958,1,1
4111920,37168996,1,1
4096946,37165192,1,1
4093347,40480501,1,1
4039379,4210143,1,1
4086197,37161375,1,1
4087379,4143700,1,1
4054059,4136809,1,1
4049458,4303234,1,1
4038678,4030908,1,1
4088581,45757356,1,1
4111920,4300557,1,1
4060672,37167279,1,1
4090616,136203,1,1
4083787,4318377,1,1
4096636,4096635,1,1
4089228,4265470,1,1
4075295,4062569,1,1
4096864,4313722,1,1
4103532,432881,1,1
4105886,4322086,1,1
4096864,4101561,1,1
4107655,45766340,1,1
4041284,4287868,1,1
4103977,434673,1,1
4092212,4162136,1,1
4111920,4295624,1,1
4097297,43021940,1,1
4084442,4184996,1,1
4093227,4027369,1,1
4101287,435773,1,1
4105886,37160650,1,1
4106203,37167846,1,1
4108646,37171697,1,1
4090111,4151981,1,1
4096546,45757365,1,1
4048216,4177324,1,1
4041436,4168231,1,1
4093227,36686021,1,1
4080762,4333676,1,1
4046018,37163116,1,1
4043518,4212476,1,1
4102562,4129224,1,1
4041280,37168089,1,1
4107669,4128830,1,1
4083964,4061844,1,1
4044034,37156486,1,1
4089958,37205044,1,1
4110252,4296878,1,1
4054845,37166988,1,1
4081495,4081491,1,1
4041436,36713308,1,1
4052226,4055610,1,1
4041436,4261202,1,1
4092513,4003684,1,1
4094683,4110293,1,1
4103977,37160613,1,1
4043716,37161112,1,1
4046444,761930,1,1
4041436,4276586,1,1
4053835,444066,1,1
4082346,37165200,1,1
4080762,4332883,1,1
4041436,4269845,1,1
4042837,4185207,1,1
4073287,438963,1,1
4054054,443891,1,1
4072218,37168788,1,1
4091066,4092420,1,1
4053591,4341631,1,1
4029964,4083682,1,1
4038495,193277,1,1
4041436,37174344,1,1
4045968,379801,1,1
4030766,4228933,1,1
4085063,43020471,1,1
4058219,760755,1,1
4099594,433762,1,1
4044255,381504,1,1
4041991,4087317,1,1
4080011,37156007,1,1
4094346,40489837,1,1
4065988,759835,1,1
4101364,4091793,1,1
4106351,4185012,1,1
4083797,4111857,1,1
4080857,4087808,1,1
4055709,4181882,1,1
4091367,4091943,1,1
4041436,4077657,1,1
4054059,4340361,1,1
4090616,44783946,1,1
4096864,45757269,1,1
4080568,435222,1,1
4055604,44783586,1,1
4066010,198246,1,1
4079931,43021072,1,1
4088937,197625,1,1
4090135,4068608,1,1
4037885,4006463,1,1
4102562,37166986,1,1
4057978,45757139,1,1
4092513,133711,1,1
4088581,195877,1,1
4110759,37168753,1,1
4104155,201633,1,1
4048216,4164126,1,1
4095251,4103289,1,1
4053594,4339536,1,1
4080992,37168677,1,1
4090401,4155902,1,1
4041436,43531564,1,1
4041991,439700,1,1
4104155,4054910,1,1
4038838,200662,1,1
4090616,46273620,1,1
4095312,432558,1,1
4103476,605025,1,1
4090616,4180276,1,1
4041436,4132097,1,1
4090616,4115237,1,1
4091365,37162644,1,1
4043343,4340944,1,1
4060317,4069316,1,1
4079976,37396329,1,1
4110858,4130046,1,1
4104162,4052832,1,1
4092881,4168697,1,1
4086196,4183105,1,1
4041436,435511,1,1
4035610,40399768,1,1
4110933,74739,1,1
4080762,37110409,1,1
4100606,37172685,1,1
4104310,198075,1,1
4048225,40489883,1,1
4053272,4120624,1,1
4110857,4300686,1,1
4079696,436920,1,1
4096864,4049501,1,1
4042835,35624868,1,1
4041436,4269858,1,1
4103476,374372,1,1
4088920,36713574,1,1
4103977,4099943,1,1
4038677,4103992,1,1
4105886,4225874,1,1
4080762,4338025,1,1
4062552,4057978,1,1
4041436,40481633,1,1
4065988,765174,1,1
4102562,443744,1,1
4095553,200143,1,1
4038495,4125611,1,1
4059114,4173481,1,1
4077761,4148925,1,1
4083797,441555,1,1
4041284,197330,1,1
4055361,37166945,1,1
4090615,133646,1,1
4044391,4175440,1,1
4037120,4191827,1,1
4049452,45757588,1,1
4041436,606318,1,1
4033352,4063569,1,1
4043518,197675,1,1
4086828,37161350,1,1
4086224,4209090,1,1
4094683,4133990,1,1
4103977,42535743,1,1
4053833,4342750,1,1
4041280,443404,1,1
4067970,45766959,1,1
4103977,37160582,1,1
4088110,4338893,1,1
4103977,440432,1,1
4062552,45757140,1,1
4032937,44783839,1,1
4083787,4152344,1,1
4103977,438783,1,1
4096946,4070328,1,1
4090111,4113533,1,1
4095409,42538853,1,1
4053830,4340781,1,1
4105886,4095498,1,1
4091204,4339088,1,1
4038496,4127202,1,1
4096313,4016552,1,1
4080321,4293429,1,1
4096314,37117266,1,1
4105886,436298,1,1
4083964,37159532,1,1
4053272,4044745,1,1
4111721,4111720,1,1
4106203,37171307,1,1
4090616,37174222,1,1
4092881,4183000,1,1
4091486,4095168,1,1
4041436,4269839,1,1
4038495,4170626,1,1
4042220,36675035,1,1
4104155,200680,1,1
4107377,762127,1,1
4042836,434063,1,1
4101673,443723,1,1
4097610,4094427,1,1
4068106,45757736,1,1
4039378,4034100,1,1
4077969,138858,1,1
4102111,4087159,1,1
4086195,4185007,1,1
4039379,437623,1,1
4106355,4183111,1,1
4033968,4103548,1,1
4103476,375825,1,1
4081491,4218346,1,1
4041436,432867,1,1
4067970,443114,1,1
4041991,436246,1,1
4055604,441544,1,1
4102562,4009031,1,1
4092881,193874,1,1
4089985,433410,1,1
4054827,37166992,1,1
4103995,4131616,1,1
4085062,4085680,1,1
4080762,435243,1,1
4095312,40486201,1,1
4091796,4113714,1,1
4090616,442256,1,1
4095553,4308103,1,1
4111857,4298837,1,1
4101227,4119466,1,1
4103995,443327,1,1
4095251,4192643,1,1
4040719,4208072,1,1
4098148,44782445,1,1
4041436,4166144,1,1
4103977,441331,1,1
4093344,4205813,1,1
4105886,40490404,1,1
4093333,4101227,1,1
4085833,4204989,1,1
4086181,4318660,1,1
4090135,443116,1,1
4094683,4016551,1,1
4095202,40483306,1,1
4079975,438865,1,1
4101673,4199233,1,1
4042142,40480483,1,1
4089818,37209026,1,1
4090616,140886,1,1
4098451,26069,1,1
4100815,4007735,1,1
4080762,443274,1,1
4103995,4216644,1,1
4041436,4276572,1,1
4041284,4043518,1,1
4090616,42537682,1,1
4091056,4307077,1,1
4031019,37165235,1,1
4054059,193242,1,1
4055604,4333686,1,1
4067970,79167,1,1
4043371,4191245,1,1
4038496,4129328,1,1
4091056,4204187,1,1
4083964,4117399,1,1
4101796,4173938,1,1
4088985,4023336,1,1
4038496,4124633,1,1
4103352,40487030,1,1
4088985,4091904,1,1
4054059,201894,1,1
4080762,433180,1,1
4096976,4087647,1,1
4077761,4062070,1,1
4094758,4121110,1,1
4101212,4103988,1,1
4042220,4071063,1,1
4103982,4130375,1,1
4090616,42872415,1,1
4080849,4087155,1,1
4079835,4061791,1,1
4089548,195876,1,1
4094966,45757705,1,1
4104310,37167167,1,1
4094758,4339722,1,1
4060317,4181087,1,1
4104155,4204344,1,1
4043518,440695,1,1
4042501,37161428,1,1
4111920,4301427,1,1
4096682,4049224,1,1
4054829,4130051,1,1
4053583,200784,1,1
4038495,435022,1,1
4104162,35624827,1,1
4035610,765044,1,1
4090616,43531033,1,1
4107655,4228687,1,1
4106354,4181885,1,1
4095779,37311337,1,1
4092424,42537671,1,1
4030015,4187520,1,1
4105886,4320824,1,1
4090614,4291302,1,1
4078333,4194232,1,1
4090616,4178774,1,1
4053834,4119306,1,1
4092059,40493492,1,1
4083191,4129032,1,1
4096636,4002667,1,1
4091823,4181960,1,1
4108943,377546,1,1
4108642,4177631,1,1
4086200,4183115,1,1
4067970,45772686,1,1
4110933,4150511,1,1
4041436,4276565,1,1
4041436,4168706,1,1
4055604,44782781,1,1
4095793,194093,1,1
4096256,40318725,1,1
4083964,4167909,1,1
4041991,4337507,1,1
4053720,37160478,1,1
4110815,436421,1,1
4107377,762128,1,1
4088777,4126904,1,1
4082290,40481497,1,1
4099994,4245646,1,1
4111920,4298028,1,1
4080762,4209423,1,1
4083927,4032878,1,1
4074815,201606,1,1
4085503,4024760,1,1
4103977,37160504,1,1
4103995,4134918,1,1
4082487,4082627,1,1
4105886,607687,1,1
4091375,37163090,1,1
4041284,4089379,1,1
4086529,4106869,1,1
4067970,45766772,1,1
4049957,4096636,1,1
4053583,4122731,1,1
4111920,4112752,1,1
4097962,37167440,1,1
4036177,4036179,1,1
4096856,45771074,1,1
4033853,132706,1,1
4093228,200485,1,1
4111920,4298026,1,1
4062119,4065093,1,1
4094976,4009168,1,1
4089818,37209029,1,1
4107655,4270002,1,1
4090616,4001621,1,1
4035744,46274123,1,1
4038495,440790,1,1
4045633,37168467,1,1
4086984,134765,1,1
4095320,4115266,1,1
4054428,37166991,1,1
4111261,46269946,1,1
4085503,4092093,1,1
4090872,433583,1,1
4095922,4124645,1,1
4099943,433455,1,1
4041436,4166129,1,1
4067970,73042,1,1
4054054,80008,1,1
4111920,4300555,1,1
4081317,4187790,1,1
4090616,45770931,1,1
4096636,375393,1,1
4043518,4121038,1,1
4103474,4087634,1,1
4095779,40352130,1,1
4103977,4071709,1,1
4060317,4060316,1,1
4054740,4301516,1,1
4124633,4124631,1,1
4166909,4181883,1,1
4184115,138844,1,1
4129371,4130026,1,1
4117134,4020195,1,1
4134294,318222,1,1
4171106,442529,1,1
4185186,4208264,1,1
4169252,4052678,1,1
4181345,4208660,1,1
4169252,42536547,1,1
4177101,140955,1,1
4116650,4222003,1,1
4142195,4064978,1,1
4149850,4095142,1,1
4154801,4120294,1,1
4166729,4116447,1,1
4113713,40486605,1,1
4131931,37165865,1,1
4123594,4130381,1,1
4165350,135030,1,1
4134294,44806551,1,1
4150758,45769909,1,1
4181338,37165757,1,1
4159366,4130034,1,1
4151981,37017127,1,1
4129489,4126897,1,1
4184996,439136,1,1
4134603,196436,1,1
4146944,4021613,1,1
4152164,37161976,1,1
4115698,4327654,1,1
4115698,4046460,1,1
4169984,4126589,1,1
4182161,74373,1,1
4162993,4155295,1,1
4169252,45757442,1,1
4177096,45757760,1,1
4117134,4273021,1,1
4178681,4308404,1,1
4178966,4115272,1,1
4169252,4094984,1,1
4113713,4033717,1,1
4182161,4130038,1,1
4180630,4025199,1,1
4161696,43530781,1,1
4155297,133974,1,1
4117276,4012609,1,1
4168335,4345918,1,1
4182161,4131771,1,1
4181330,4111805,1,1
4177084,4101287,1,1
4120613,4078700,1,1
4156113,4095748,1,1
4179873,37162002,1,1
4112853,4112854,1,1
4113999,4277253,1,1
4143494,36685924,1,1
4182161,4112022,1,1
4166906,4177627,1,1
4182161,4130204,1,1
4116778,4111916,1,1
4169252,4096027,1,1
4182161,4116216,1,1
4116786,37172683,1,1
4132614,4266681,1,1
4129672,443241,1,1
4155905,4160460,1,1
4152482,4151103,1,1
4169252,4277258,1,1
4179307,4093662,1,1
4180630,435886,1,1
4157351,4156026,1,1
4177244,196051,1,1
4180768,199991,1,1
4127830,4129324,1,1
4134430,4127050,1,1
4129885,4116242,1,1
4130851,37171344,1,1
4186405,140666,1,1
4156025,4062551,1,1
4154578,37160528,1,1
4185186,4105025,1,1
4124325,4216018,1,1
4180628,4083787,1,1
4182161,4102345,1,1
4172024,36684107,1,1
4115260,4203096,1,1
4177092,438929,1,1
4151842,37168754,1,1
4119466,4225905,1,1
4182008,37173824,1,1
4116926,75373,1,1
4151990,4032003,1,1
4134446,197253,1,1
4113129,4239725,1,1
4120318,374641,1,1
4177093,4049809,1,1
4178025,37152236,1,1
4176969,4070679,1,1
4185821,74456,1,1
4166231,37117053,1,1
4115735,45757495,1,1
4143250,37172693,1,1
4182161,4027461,1,1
4112853,4080865,1,1
4180779,133710,1,1
4181330,4094262,1,1
4149700,436877,1,1
4180779,4153887,1,1
4126903,4131012,1,1
4113713,4081909,1,1
4150129,4173780,1,1
4164219,37174277,1,1
4126119,4128219,1,1
4179873,432522,1,1
4177235,4114193,1,1
4155629,4053595,1,1
4116236,40492932,1,1
4182161,376116,1,1
4121635,765899,1,1
4136719,4195752,1,1
4116926,74763,1,1
4155629,443455,1,1
4116204,4311145,1,1
4180790,4149847,1,1
4179304,372604,1,1
4150129,43531131,1,1
4169252,4096138,1,1
4180630,74104,1,1
4118989,4095892,1,1
4162723,4275889,1,1
4176798,4245793,1,1
4167864,438948,1,1
4142195,4062119,1,1
4166729,440285,1,1
4186548,40490827,1,1
4180768,4170452,1,1
4182161,4029497,1,1
4133611,4111708,1,1
4182161,4130039,1,1
4178949,4317267,1,1
4187825,78276,1,1
4138837,37166030,1,1
4113997,4032937,1,1
4127688,4328083,1,1
4114336,197239,1,1
4185186,4001652,1,1
4184149,4168681,1,1
4173658,4242816,1,1
4147874,46271955,1,1
4128492,81251,1,1
4161540,37162729,1,1
4134593,4057835,1,1
4157319,37166987,1,1
4169252,4096031,1,1
4177242,37165866,1,1
4168335,4153877,1,1
4134442,40483581,1,1
4178809,4289756,1,1
4185186,77076,1,1
4146944,4101362,1,1
4121463,437461,1,1
4134955,4122183,1,1
4182161,4323058,1,1
4121463,37016181,1,1
4179095,133511,1,1
4177093,200872,1,1
4180630,444269,1,1
4182161,4317291,1,1
4122115,4001672,1,1
4115169,37166823,1,1
4148052,46269740,1,1
4113713,37166158,1,1
4151207,135893,1,1
4130037,4130061,1,1
4117134,4065282,1,1
4179141,78272,1,1
4133974,4129902,1,1
4154783,4011144,1,1
4139538,4185184,1,1
4182161,4237180,1,1
4150453,4093765,1,1
4188191,40482035,1,1
4180651,4110252,1,1
4138291,37165347,1,1
4180169,4340812,1,1
4182161,4218781,1,1
4112738,4311452,1,1
4153359,36716891,1,1
4175635,4152165,1,1
4169252,4054908,1,1
4166729,43530646,1,1
4112586,4054512,1,1
4127571,4126275,1,1
4128846,4063307,1,1
4155629,4069106,1,1
4119466,4130518,1,1
4154314,4032626,1,1
4181350,444462,1,1
4181063,132797,1,1
4181486,253977,1,1
4182161,4028072,1,1
4113533,4051125,1,1
4186405,133154,1,1
4112853,4092513,1,1
4131931,37165833,1,1
4146944,4149862,1,1
4167086,4323204,1,1
4116073,4310444,1,1
4129397,4156639,1,1
4149772,4321069,1,1
4162116,4116230,1,1
4117276,4211023,1,1
4180014,43530701,1,1
4168335,4297984,1,1
4168498,37162977,1,1
4181199,258866,1,1
4124325,4130032,1,1
4149832,432499,1,1
4155297,40489940,1,1
4116236,4092380,1,1
4165350,438555,1,1
4182161,378144,1,1
4126442,4128206,1,1
4165350,4055281,1,1
4169252,4095568,1,1
4149449,37016220,1,1
4115408,4046228,1,1
4114336,197237,1,1
4134595,4085877,1,1
4185186,201061,1,1
4149449,37016221,1,1
4182210,4043378,1,1
4185572,4089462,1,1
4146944,4115698,1,1
4116073,4311462,1,1
4182161,381847,1,1
4182161,4216353,1,1
4116356,4211532,1,1
4156026,4156025,1,1
4147164,4173955,1,1
4132615,254163,1,1
4182161,372924,1,1
4178979,37166136,1,1
4117134,4184762,1,1
4182161,4167193,1,1
4122731,192980,1,1
4117930,40481124,1,1
4181344,4193872,1,1
4154784,36683372,1,1
4153654,195314,1,1
4180630,444113,1,1
4146944,4274409,1,1
4168705,4195061,1,1
4157319,4094261,1,1
4142828,4084948,1,1
4176799,45769163,1,1
4114483,4122227,1,1
4169252,4019730,1,1
4167911,4015216,1,1
4113713,4129899,1,1
4182161,4077086,1,1
4154909,4142875,1,1
4173938,4129540,1,1
4169252,4019728,1,1
4153979,4085496,1,1
4143494,36685925,1,1
4124325,4052833,1,1
4147164,4304484,1,1
4169984,4096256,1,1
4155629,192952,1,1
4182161,4230709,1,1
4178904,4166729,1,1
4116928,77405,1,1
4113713,4050091,1,1
4115995,46273949,1,1
4158189,4322566,1,1
4163261,4116087,1,1
4130159,199771,1,1
4185105,134870,1,1
4182161,3654597,1,1
4149840,437505,1,1
4177093,195961,1,1
4153359,4064048,1,1
4167205,375283,1,1
4181343,25748,1,1
4178968,4172359,1,1
4147874,46271814,1,1
4170137,4335737,1,1
4180630,4198040,1,1
4182161,4146185,1,1
4117134,4267231,1,1
4129398,4166224,1,1
4168705,42538535,1,1
4180795,4111917,1,1
4120401,4031889,1,1
4147035,4052011,1,1
4129737,40490463,1,1
4186548,40490387,1,1
4182161,4201251,1,1
4182161,4080992,1,1
4134955,4122184,1,1
4182161,4130202,1,1
4181350,4095598,1,1
4185207,4266864,1,1
4168335,4059014,1,1
4113545,4110574,1,1
4167097,37166034,1,1
4113014,4334123,1,1
